DISTNAME,DISTRICT,DZCNTYNM,REGION,DZRATING,DZCAMPUS,DPETALLC,DPETBLAP,DPETHISP,DPETWHIP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETBILP,DPETVOCP,DPETGIFP,DA0AT13R,DA0912DR13R,DAGC4X13R,DAGC5X12R,DA0GR13N,DA0GH13N,DA00A001S14R,DA00AR01S14R,DA00AW01S14R,DA00AM01S14R,DA00AC01S14R,DA00AS01S14R,DB00A001S14R,DH00A001S14R,DW00A001S14R,DI00A001S14R,D300A001S14R,D400A001S14R,D200A001S14R,DE00A001S14R,DA0CT13R,DA0CC13R,DA0CSA13R,DA0CAA13R,DPSATOFC,DPSTTOFC,DPSCTOFP,DPSSTOFP,DPSUTOFP,DPSTTOFP,DPSETOFP,DPSXTOFP,DPSCTOSA,DPSSTOSA,DPSUTOSA,DPSTTOSA,DPSAMIFP,DPSAKIDR,DPSTKIDR,DPST05FP,DPSTEXPA,DPSTADFP,DPSTURNR,DPSTBLFP,DPSTHIFP,DPSTWHFP,DPSTO2FP,DPSTREFP,DPSTSPFP,DPSTCOFP,DPSTBIFP,DPSTVOFP,DPSTGOFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DZRVLOCP,DPFRAFEDP,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
ANGLETON ISD,020902,020 BRAZORIA,04,Met Standard,12,6549,11.5,46.7,38,0.8,0.5,0.1,2.3,60.6,8.8,8.1,12.8,21.2,4.7,96.7,0.1,97.4,97.3,473,293,80,79,75,82,85,77,71,78,86,83,88,-1,84,75,42.9,19.3,1378,19.9,834.3,395.3,1.2,2.4,6.7,47.4,13,29.3,108831,76549,60644,51531,35.4,7.8,16.6,34.4,10.6,12.9,16.7,7.2,14.1,77.3,1.3,85.5,8.1,1.3,0.5,3.8,0.8,338966,1.455,62447400,9691,34.6,56.1,9.3,11845235,0,66022710,50911356,7901,54.1,5.7,4.7,14.6,20.9,27515835,4270,61.5,17.4,5.1,4.4,4.1,2.4,2.8,0.1,0,2.2,"5,000 to 9,999",Other Central City Suburban,"$324,855 to < $340,343",$1.3593 and over
DANBURY ISD,020904,020 BRAZORIA,04,Met Standard,3,773,0.5,21,75.2,0.8,0.4,0,2.2,28.7,5,8.9,5,29,7.6,96.4,0.8,92.7,89.1,51,49,86,86,73,90,86,95,-1,87,87,75,100,.,73,85,51,11.5,1415,-1,97,54,3.5,4.1,6.8,55.6,6.2,23.7,80274,68508,55987,50980,20.6,8,14.3,22.2,14.9,20.5,14.8,0,9.3,90.7,0,74.3,10,3.7,2.1,5.9,4.1,237818,1.136,7551001,9706,57.5,35,7.5,1606085,0,7450750,6520428,8381,56,6.3,5.6,13.1,19,3650165,4692,64.1,10.9,5.6,1.5,6.7,0.7,6.4,2.9,1.2,0,500 to 999,Rural,"$226,769 to < $239,665",$1.1251 to under $1.2365
BRAZOSPORT ISD,020905,020 BRAZORIA,04,Met Standard,20,12364,8.4,50.8,36.6,0.4,1.5,0.1,2.2,57.3,8.1,8.5,7.4,20.6,7.6,95.2,2.1,85.7,90.7,759,611,70,71,63,67,70,74,57,63,81,62,93,58,70,60,49,34.4,1501,21.7,1520.9,756.8,0.8,3.2,10.5,49.8,9.4,26.4,104323,69521,58022,50725,32.1,8.1,16.3,46.3,9.6,18.2,18.2,5.4,14.8,77.4,2.4,76.6,8.5,0.9,4.9,3.1,6.1,503925,1.26,114868046,9186,16.2,73.4,10.3,21494106,0,119540851,98449812,7873,56.8,6.4,6,10.1,20.7,55896420,4470,62.8,15.6,7.3,1.2,1.9,4.3,2.7,1.2,1,2,"10,000 to 24,999",Other Central City,"$469,944 to < $525,059",$1.2365 to under $1.3593
SWEENY ISD,020906,020 BRAZORIA,04,Met Standard,3,1886,15.5,21.3,57.8,0.4,0.3,0.1,4.6,48.9,2.3,7.8,2.3,41.5,6.2,96.1,0.5,96.6,94.4,144,134,81,81,80,86,77,74,73,77,85,100,83,.,81,73,52.1,20,1390,20.5,247.5,116.7,1.2,2.9,4.9,47.2,10.1,33.7,103701,72389,53873,52099,29.1,7.6,16.2,24,14.8,8.3,21.8,7.7,8.6,82.9,0.9,75.9,7.4,4,0,7.6,5.1,679730,1.212,19815810,10337,10.2,82.9,6.9,3653783,0,20820843,16404265,8557,53.6,8.6,5.9,11.2,20.6,8791742,4586,60.5,15.1,5.5,0,5.9,6,4.9,0,1,1.1,"1,600 to 2,999",Other Central City Suburban,"$525,059 to < $683,703",$1.1251 to under $1.2365
COLUMBIA-BRAZORIA ISD,020907,020 BRAZORIA,04,Met Standard,5,3042,11.2,27.8,57.9,0.2,0.3,0,2.5,53.3,4.3,8.5,3.4,25,3.2,95,1.9,94.9,92.9,207,172,73,73,68,73,73,78,60,69,78,100,90,.,76,66,34.8,18.1,1379,19.7,425.8,191.1,1.9,2.6,7.3,44.9,11.7,31.7,84162,63147,51055,47148,26.5,7.1,15.9,34,11.8,11.7,16.5,6.6,5.6,85.8,2.1,81.2,11.2,0,0,4.6,2.9,253524,1.297,32125581,10684,45.2,44.9,9.9,11054259,0,26074882,22094354,7348,55.9,6.9,5.5,10.4,21.4,12351084,4107,52.8,18.1,13.1,1.5,4.5,4.4,0.7,3.8,1.3,0,"3,000 to 4,999",Other Central City Suburban,"$239,665 to < $259,094",$1.2365 to under $1.3593
PEARLAND ISD,020908,020 BRAZORIA,04,Met Standard,24,19964,16.1,29.7,41.1,0.5,9.8,0.1,2.8,27.8,7.3,8.8,6.8,24.1,8.3,96.8,0.1,97.9,97.8,1327,1051,88,87,85,89,91,88,83,82,92,91,97,93,90,79,58.5,29.8,1483,21.4,2397.4,1207.7,0.5,2.4,9.2,50.4,6.3,31.2,128970,80331,62814,50181,36.7,8.3,16.5,34.1,9.9,23.3,13.3,11.2,12.8,73.8,2.2,73.5,8.5,0.2,5,4.3,8.5,283548,1.419,182392628,9315,47.8,47.5,4.6,22099193,0,172572081,147601521,7538,56.5,7.1,6.3,9.9,20.1,83420845,4260,62,16.9,4,1.5,4,2.3,2.6,4.3,0.8,1.6,"10,000 to 24,999",Major Suburban,"$282,185 to < $299,922",$1.3593 and over
DAMON ISD,020910,020 BRAZORIA,04,Improvement Required,1,187,1.6,47.6,47.6,0,0.5,0,2.7,80.7,19.8,9.1,18.2,7.5,8,96.2,.,.,.,.,.,58,71,52,62,31,31,-1,53,61,.,-1,.,-1,54,.,.,.,.,30.3,13,3.3,3.3,5.6,43.1,16.5,28.2,96213,70000,43795,45243,16.5,6.2,14.3,55.6,11.7,36.8,34.7,7.7,0,84.7,7.7,80.1,5.1,12.6,0.2,1.9,0,260422,1.17,2097166,12122,57.6,32.9,9.5,452045,0,2151578,1941650,11223,56.3,10.1,6.7,13,13.9,1092222,6313,55.3,10.8,17.8,2.1,0,0.9,3.2,0,9.9,0,Under 500,Rural,"$259,094 to < $282,185",$1.1251 to under $1.2365
BRAZOS SCHOOL FOR INQUIRY & CREATI,021803,021 BRAZOS,06,Improvement Required,3,478,50,42.9,6.1,0,0.4,0,0.6,93.5,17.4,7.5,15.9,16.1,0,96,4.7,87.5,78.9,28,23,59,61,56,59,63,33,53,64,65,.,-1,.,-1,58,3.6,-1,.,-1,59.8,35.2,0,3.8,8.1,58.9,6.3,22.9,.,58181,48312,35718,72.1,8,13.6,76.3,5.2,13.8,22,54.4,12.5,27.4,5.7,85.8,5.2,6.5,0,2.5,0,.,.,4351179,9712,84.5,0.4,15.1,0,346001,4461391,4401711,9825,50,11.2,6.8,16.7,15.4,2199306,4909,52.7,12.8,24.6,1.2,7,0,0,1,0.6,0,Under 500,Charters,Non-taxing entities,Non-taxing entities
ARROW ACADEMY,021805,021 BRAZOS,06,Improvement Required,6,927,66.6,31.8,0.8,0,0.3,0.1,0.4,83.6,20.7,4.4,20.4,0,0,95.8,.,.,.,.,.,46,53,50,45,26,-1,46,46,53,.,-1,-1,-1,45,.,.,.,.,105.3,63.3,1.1,4.9,2.8,60.1,14.1,17,42702,63799,45733,38117,83.2,8.8,14.6,100,0.6,16.9,60.2,67.2,15.2,14.4,3.2,90.1,9.9,0,0,0,0,.,.,7157810,8256,87.8,0.6,11.7,0,1075405,6758157,6709400,7739,52.9,8.3,10.7,12.4,15.8,3546110,4090,71.4,9.5,18.4,0.8,0,0,0,0,0,0,500 to 999,Charters,Non-taxing entities,Non-taxing entities
COLLEGE STATION ISD,021901,021 BRAZOS,06,Met Standard,16,11607,13.9,21.4,53.6,0.3,7.7,0.1,3,34.5,7.4,8.3,10.4,22.4,11.7,96.3,0.9,93.3,95.7,694,534,85,86,81,86,83,83,63,78,92,86,95,83,85,70,71.9,54.9,1646,23.9,1572.4,802.9,1,2.7,7.1,51.1,12.7,25.3,92028,72918,57703,48241,25.1,7.4,14.5,28.7,12,29.1,12.6,2.9,7.2,88.9,1,73.5,8,2.4,3.2,5,7.8,560229,1.335,106791900,9689,11.7,81,7.2,17639012,0,115965560,89351577,8107,58.3,6.6,5.5,10.5,19,52118291,4729,61.2,17.6,6.6,2.8,4.4,0.7,4,1.2,0.1,1.5,"10,000 to 24,999",Other Central City,"$525,059 to < $683,703",$1.2365 to under $1.3593
BRYAN ISD,021902,021 BRAZOS,06,Met Standard,27,15723,19.7,53.5,24.9,0.2,0.4,0.1,1.2,74,20.2,7.7,21.5,21.9,12.6,95.6,4.1,80.4,86.2,813,588,71,70,60,72,75,70,58,68,85,81,95,100,76,64,52,27,1437,20.9,2191.1,1028,1.1,2.7,12.1,46.9,8.8,28.4,85263,65655,54232,46552,38.1,7.2,15.3,42.4,10.3,26.1,26.4,6.1,17.9,74,2,68.5,9,4.8,7.8,3.9,6,318280,1.29,144580684,9254,38.4,50.4,11.2,31414853,0,147963532,130220553,8335,57.5,5.9,5.6,9.6,21.5,74899959,4794,60.6,13.8,14.6,1,3.1,0.4,2.6,1.2,1.4,1.4,"10,000 to 24,999",Other Central City,"$312,844 to < $324,855",$1.2365 to under $1.3593
TERLINGUA CSD,022004,022 BREWSTER,18,Improvement Required,2,99,0,76.8,21.2,2,0,0,0,73.7,41.4,10.1,41.4,6.1,5.1,95.4,0,100,50,7,6,65,66,73,62,76,50,.,58,88,-1,.,.,.,59,71.4,20,-1,20.2,26.8,14,7.5,3.7,1.9,52.3,15,19.6,110612,100918,59628,46202,26.2,3.7,7.1,21.4,13.6,30.6,0,0,7.1,92.9,0,95.6,3.6,0,0,0.8,0,641048,1.04,1602184,16517,48.9,44.2,6.9,704435,0,1776610,1776610,18316,46.9,19.8,8.1,9.1,16.1,833440,8592,74.1,2.2,20.4,2,0.9,0.3,0,0.1,0,0,Under 500,Rural,"$525,059 to < $683,703",Under $1.1251
ALPINE ISD,022901,022 BREWSTER,18,Met Standard,3,1047,0.7,64.5,32.8,0.1,1.1,0,1,50.9,7.4,8.2,7.2,23,7.5,95.8,0,100,98.6,70,66,80,81,83,76,81,85,-1,75,89,-1,100,.,70,72,70,12.2,1389,19.1,168.4,91.7,1.2,2,8.5,54.4,9,25,103500,73330,56990,43481,45.1,6.2,11.4,25.1,12.7,30.7,11.7,2.2,30,65.1,2.7,73.1,13.7,3.9,0.3,6.6,2.4,361436,1.257,12541708,11506,40.6,46,13.5,3707299,0,12621164,11135913,10216,55.5,8.8,4.2,10.1,21.5,6174729,5665,46.4,30.2,9.4,0.7,5.7,0.3,6.8,0.3,0.4,0,"1,000 to 1,599",Non-metropolitan Stable,"$340,343 to < $382,231",$1.2365 to under $1.3593
MARATHON ISD,022902,022 BREWSTER,18,Met Standard,1,41,0,82.9,14.6,0,0,0,2.4,90.2,0,4.9,0,34.1,2.4,96.9,0,-1,100,3,3,91,89,-1,88,100,-1,.,90,100,.,.,.,.,95,-1,-1,.,-1,14.5,10.5,6.9,0,0,72.4,6.9,13.8,74500,.,.,42049,37.9,2.8,3.9,19,14.1,38.1,33.3,0,23.8,76.2,0,85.7,0,4.8,0,9.5,0,1242569,1.17,1501147,30023,41.2,53.3,5.6,1170040,0,1370633,1120958,22419,57.6,21.1,6.8,10.9,3.6,645415,12908,66.5,6.9,15.4,0.2,4.3,0.5,3.7,0,2.6,0,Under 500,Rural,"$683,703 to < $2,233,241",$1.1251 to under $1.2365
SAN VICENTE ISD,022903,022 BREWSTER,18,Met Standard,1,24,0,37.5,54.2,0,0,0,8.3,41.7,0,4.2,0,0,8.3,95.5,.,.,.,.,.,71,79,-1,64,-1,.,.,75,65,.,.,.,-1,50,.,.,.,.,8.5,4,23.5,0,0,47.1,11.8,17.6,79243,.,.,47697,17.6,2.8,6,0,14.3,25,25,0,0,75,25,100,0,0,0,0,0,316173,1.04,908213,39488,67,12.1,20.9,121539,0,840969,751366,32668,43.1,21.8,14.5,10.4,10.2,324030,14088,71,23.2,4.4,1.1,0,0.3,0,0,0,0,Under 500,Rural,"$312,844 to < $324,855",Under $1.1251
SILVERTON ISD,023902,023 BRISCOE,16,Met Standard,1,187,2.1,41.2,54.5,0,0,0,2.1,54.5,8.6,9.1,8.6,31.6,3.7,96.5,0,100,100,14,13,83,89,88,84,67,67,78,79,87,.,.,.,73,77,71.4,20,-1,21.2,32,19.4,3.1,3.1,1.1,60.5,12.4,19.8,77500,58000,84010,38706,12.4,5.8,9.7,45.7,13,15.5,24.4,0,0,100,0,77.1,4.8,4.3,0,13.8,0,323990,1.04,2220205,11386,57.8,35.6,6.5,547763,0,2227997,1922137,9857,57.9,11.8,4.5,10.8,15.1,1112965,5708,53.7,9.4,18.2,1.3,7.7,0.3,4.4,3.1,1.9,0,Under 500,Rural,"$312,844 to < $324,855",Under $1.1251
BROOKS COUNTY ISD,024901,024 BROOKS,02,Met Standard,4,1532,0,98.5,1.2,0.1,0.1,0,0,85.5,3.2,8.4,3,23.6,4.9,95,3.9,90.8,95.5,89,66,64,61,60,68,72,62,-1,64,77,.,100,.,.,61,73,1.5,1123,17.6,230.6,111.2,1.7,3.7,7.6,48.2,12,26.8,85409,67264,53544,45761,90.9,6.6,13.8,26,14.3,21,19.8,0,87,12.1,0.9,69.2,8.5,6,6.3,2.9,7.1,453013,1.446,20774006,13622,36,46.6,17.4,5840994,0,37963963,16702851,10953,50.5,8,5.5,14.2,21.7,8440434,5535,48.3,21.6,16.6,0.1,3.4,2.1,4.5,0.9,1.3,1.2,"1,000 to 1,599",Other Central City Suburban,"$441,532 to < $469,944",$1.3593 and over
BANGS ISD,025901,025 BROWN,15,Met Standard,3,1055,3,24.7,69.1,0.2,0.4,0.1,2.5,46.5,1.5,10.5,1.5,30,7.4,96.6,0.6,100,100,81,72,76,82,84,77,62,60,57,73,78,100,86,.,78,73,81.5,16.7,1443,19.7,150.9,81.7,1,2.9,3.4,54.1,13.8,24.8,92293,68978,44933,41966,8.6,7,12.9,15.8,15.5,4.9,9.5,0,6.1,93.9,0,81.2,4.1,6,0.8,6.3,1.6,281688,1.2,9406269,9473,51.9,41.3,6.8,48842,0,10405431,8471500,8531,56.8,6.6,6,10.7,20,4813612,4848,57.6,11.4,13.8,0.4,6.2,0.7,5.7,2.7,1.4,0.2,"1,000 to 1,599",Non-metropolitan Stable,"$259,094 to < $282,185",$1.1251 to under $1.2365
BROWNWOOD ISD,025902,025 BROWN,15,Met Standard,8,3504,5.4,38.6,52.1,0.5,0.7,0.1,2.7,63.9,3.1,9.1,2.9,32.4,6.4,95.8,1.3,93.9,96.9,199,144,78,77,76,79,77,82,70,73,84,76,80,-1,77,72,55.8,30.6,1449,22.4,488.3,245.2,1,2.7,6.7,50.2,16.9,22.5,106320,72419,49677,44179,20.3,7.2,14.3,23.1,12.9,16.7,14.6,2,4.3,92.5,1.2,77.7,7.3,4.4,0.4,6.1,4,316276,1.302,32332619,9227,39,47.7,13.3,4728263,0,32213462,28714506,8195,58.1,6.6,5.1,10.5,19.8,16670795,4758,61.7,12.1,10.1,0.3,4.7,0.3,3.7,1.3,2.5,3.3,"3,000 to 4,999",Independent Town,"$312,844 to < $324,855",$1.2365 to under $1.3593
BLANKET ISD,025904,025 BROWN,15,Improvement Required,1,215,1.4,24.7,70.7,1.9,0.5,0,0.9,54.4,1.4,12.6,0.9,23.7,4.7,97.1,0,94.4,100,17,10,75,80,71,68,82,79,-1,65,79,86,-1,.,.,69,52.9,11.1,.,18.4,37.8,22,2.6,2.6,2.6,58.2,7.9,26,97971,64842,55377,40435,5.1,5.7,9.8,27.3,13.5,27.3,9.5,0,4.5,95.5,0,75.9,5.2,9.1,0,9.8,0,154748,1.125,2717450,11323,70.2,17.8,12,687501,0,2467835,2262528,9427,51.7,10.9,4.5,10.1,23,1168980,4871,54.4,17,14.1,0,6.3,0,3.9,1.1,3.2,0,Under 500,Rural,"$151,909 to < $181,217",Under $1.1251
MAY ISD,025905,025 BROWN,15,Met Standard,2,259,0.4,21.6,76.8,0.4,0,0,0.8,53.7,3.5,10.8,3.5,32.8,9.7,96.4,1.2,91.7,92.9,11,11,76,82,94,75,69,41,.,72,77,-1,.,.,100,69,45.5,20,-1,-1,42.3,24,1.2,3.5,2.9,56.7,14.7,21.1,132653,58940,34915,40622,2.4,6.1,10.8,20.9,12.6,8.2,8.3,0,0,100,0,75.4,10.6,7.7,0.6,5.1,0.6,538877,1.318,3087502,11651,25.4,67.4,7.1,397766,0,5211632,2584667,9753,53.9,8.7,7,9.1,21.4,1392931,5256,53,14.8,18.2,1.2,5.2,0.6,3.7,1.9,1.4,0,Under 500,Rural,"$525,059 to < $683,703",$1.2365 to under $1.3593
ZEPHYR ISD,025906,025 BROWN,15,Met Standard,1,211,0.5,10,85.3,0,0,0,4.3,69.2,0,6.6,0,31.3,2.8,96,1.4,100,100,19,19,82,83,78,81,84,86,.,84,82,.,.,.,86,84,68.4,30.8,-1,20.6,33.2,19.5,4.5,3.3,1.3,58.6,7.5,24.8,76846,41137,45440,38118,9,6.4,10.8,53.1,9.7,0,37.1,0,1.8,98.2,0,77,5.1,8.3,0,9.6,0,166708,1.354,2545403,11894,69.9,22.1,7.9,414014,0,2462613,1988836,9294,51.4,9,4,15.2,20.4,1022180,4777,53.6,8.7,17.1,0,11.9,0.3,6.9,1.5,0,0,Under 500,Rural,"$151,909 to < $181,217",$1.2365 to under $1.3593
BROOKESMITH ISD,025908,025 BROWN,15,Improvement Required,1,177,0,20.9,77.4,0,0,0,1.7,68.9,1.7,13,1.7,28.2,4.5,96.1,1.8,100,100,8,6,63,63,69,68,45,65,.,53,66,.,.,.,-1,55,37.5,-1,-1,-1,32.5,17.9,3.1,2.7,1.9,55.2,12.3,24.8,84460,56650,50000,37665,6.2,5.5,9.9,35.6,12.1,13.5,5.5,0,0,100,0,76.9,6.1,9.2,0,7.8,0,236532,1.236,2464161,12139,60.1,31.1,8.8,119467,0,2296082,2045714,10077,50,10.5,3.9,12.1,23.5,1022467,5037,54.8,13,19.7,0.1,5.9,0.6,3.4,1.3,1.2,0,Under 500,Rural,"$226,769 to < $239,665",$1.1251 to under $1.2365
EARLY ISD,025909,025 BROWN,15,Met Standard,4,1168,1.6,22.4,72.5,0.2,1.5,0.1,1.7,45.7,1.7,10.4,2.3,25.3,9.7,96.7,0.3,97.5,98.8,78,65,88,89,82,88,90,91,86,83,90,-1,87,-1,92,84,70.5,27.3,1492,22.1,196.5,99.5,1.6,3.1,6.5,50.6,19.3,18.8,80489,67825,50593,42321,10.6,5.9,11.7,26.3,12.8,10,21.4,0,9.6,90.4,0,74.4,11.4,1.3,1,6.1,5.8,194450,1.4,13503816,11396,61,29.1,9.9,1412119,0,13833131,12190778,10288,56,6.8,5.6,9.2,22.4,6821182,5756,49.6,30.4,7.7,0.7,4.5,0.8,4.9,0.9,0.6,0,"1,000 to 1,599",Non-metropolitan Stable,"$181,217 to < $200,649",$1.3593 and over
CALDWELL ISD,026901,026 BURLESON,06,Met Standard,4,1766,9.9,35,52.8,0.3,0.5,0,1.6,54.2,11.7,6.5,12.2,26.6,7.5,96.5,0.7,94.5,95.9,117,101,79,77,81,82,80,77,62,77,85,-1,64,.,57,72,46.2,24.1,1478,20.3,266.7,140.6,0.7,3.7,3.9,52.7,10.1,28.8,81897,68238,55397,44467,17.5,6.6,12.6,22.7,13.6,11.4,14.5,2.8,5,91.5,0.7,77.8,7.8,4.5,1.5,6,2.4,429552,1.117,16835130,9245,28.6,65.4,6,3990150,0,16344260,15187360,8340,54.9,6.8,7,12,19.2,8342876,4581,57.8,9.7,12.3,2.9,6.4,0.4,5.3,1.4,3,1,"1,600 to 2,999",Other Central City Suburban,"$400,089 to < $441,532",Under $1.1251
SOMERVILLE ISD,026902,026 BURLESON,06,Improvement Required,2,511,24.9,32.3,38.9,0.4,0,0,3.5,75.5,8.2,11.7,8.2,17.6,4.5,94.3,0.6,88.1,89.3,39,21,57,64,66,45,48,70,47,53,66,.,.,.,36,53,25.6,0,1246,-1,85.9,43.6,2.3,3.4,6.3,50.8,15,22.1,71266,63380,37571,38255,36.6,6,11.7,46.9,10.7,14.9,32.9,12.5,9.2,76.3,2,79.7,7.7,6.2,1.3,4,1.2,409047,1.14,5416385,11145,40.1,47.1,12.9,1157419,0,5162035,4691778,9654,52.4,11.2,6.1,11,19.3,2458459,5059,54.4,10.6,18.7,1.3,3.3,0.3,5.4,1.3,1.4,3.3,500 to 999,Rural,"$400,089 to < $441,532",$1.1251 to under $1.2365
SNOOK ISD,026903,026 BURLESON,06,Improvement Required,3,503,30.8,25,42.7,0.2,0,0,1.2,66.2,3.8,9.1,5,22.7,8.5,96.3,0.7,93.8,100,31,26,62,64,47,61,64,65,42,65,78,.,.,.,-1,53,74.2,30.4,1401,21.3,91.3,49.3,2.2,4.4,4.1,54,11,24.4,78593,62231,46557,40723,22.3,5.5,10.2,28.4,12.8,27,15.1,6.1,4.1,89.9,0,78.2,7,4.5,2,5.3,3,249023,1.4,5960066,11309,55.1,35.7,9.2,546866,0,6121297,5381715,10212,50.8,8.3,6.3,11.3,23.2,2733634,5187,55.6,9.4,16.1,0.6,6,0.4,8.3,1.1,2.5,0.2,500 to 999,Rural,"$239,665 to < $259,094",$1.3593 and over
BURNET CISD,027903,027 BURNET,13,Met Standard,6,3218,1.3,29.2,66.6,0.5,0.3,0.1,2,58.6,6.8,9.6,6.8,28.1,3.1,95.9,1.5,95.5,98.4,218,187,71,71,63,70,82,53,58,63,74,75,81,.,84,64,59.2,20.9,1414,20.7,437.2,198.3,1.4,3.3,8.8,45.4,10.7,30.4,99687,69797,53131,45871,10.4,7.4,16.2,21.2,13.8,21,12.5,0,4.5,90.6,4.9,68.4,9.7,7.9,2.1,6.1,5.7,531185,1.263,31794136,9926,17.5,73.2,9.3,7877366,0,31759076,27174019,8484,51,7,6.9,12.5,22.6,13863606,4328,60,17.1,7,1.5,5.1,0.2,4.4,1.3,0.4,3,"3,000 to 4,999",Other Central City Suburban,"$525,059 to < $683,703",$1.2365 to under $1.3593
MARBLE FALLS ISD,027904,027 BURNET,13,Met Standard,7,3993,2.6,43.2,51.6,0.4,0.6,0.4,1.2,60.9,13.4,10.8,13.3,25.3,6.9,95.9,1.3,94,94.1,266,210,80,80,74,84,80,77,75,72,88,61,90,100,86,75,56.8,25.2,1445,20.6,356.6,286.2,2.2,4.2,13,80.3,0,0.3,98110,71935,58702,48039,10.4,11.2,14,24.9,13.1,18.5,20.8,0.7,10.1,87.8,1.4,75.4,7.3,1.2,5.4,4.7,5.9,708733,1.28,45334865,11230,11.4,76.5,12.2,9791522,0,43734708,36007151,8919,55.2,8,5.7,10.8,20.4,19868291,4922,55.3,16.1,11.2,3.4,2.1,1,4.7,0.2,2.9,3.2,"3,000 to 4,999",Independent Town,"$683,703 to < $2,233,241",$1.2365 to under $1.3593
LOCKHART ISD,028902,028 CALDWELL,13,Met Standard,9,5113,4.8,67.7,25.2,0.4,0.3,0,1.5,70.3,13.5,12,11.6,29.8,6.9,95,0.9,96.6,94.3,320,248,73,73,68,75,74,69,66,71,79,73,100,-1,76,68,50.9,17.8,1377,19.8,628.7,324.7,1.3,3.3,8.4,51.7,7.7,27.7,103738,70722,58070,47649,43,8.1,15.7,31.6,10.5,21.8,18.2,1.8,23.5,72.5,2.1,66.3,10.9,3,7.7,5.4,6.6,195878,1.187,44495802,8975,57,30.5,12.6,11453140,0,45198649,39690260,8005,56.3,5.2,6.7,9.9,21.9,22336610,4505,58.1,19.7,8.2,0.4,4.7,0.5,2.9,0.6,2.3,2.6,"5,000 to 9,999",Other Central City Suburban,"$181,217 to < $200,649",$1.1251 to under $1.2365
LULING ISD,028903,028 CALDWELL,13,Met Standard,3,1427,6.9,61.4,30.1,0.2,0.1,0,1.3,72.5,12.5,9.7,12.9,26.7,6,95.5,0.5,96.3,100,78,71,58,57,54,58,65,63,45,55,68,-1,-1,.,52,53,52.6,4.9,1336,17.1,179.6,98.7,3.4,2.6,4.4,54.9,10.4,24.3,79207,65491,53715,45142,26,7.9,14.5,37.8,11.1,17.8,39,4.1,12.6,81.3,2,72.3,6.2,6.5,4.8,4.1,6,249708,1.115,13053709,9265,49.9,39.4,10.7,3830867,0,12497515,11615746,8244,54.3,9.6,6.5,10.9,18.7,6307236,4476,56,14.3,19.9,0.9,3.1,1.3,3.8,0.6,0.1,0,"1,000 to 1,599",Independent Town,"$239,665 to < $259,094",Under $1.1251
PRAIRIE LEA ISD,028906,028 CALDWELL,13,Met Standard,1,176,8,46,43.8,1.1,0,0,1.1,71.6,2.3,13.1,2.3,18.2,12.5,96.2,0,100,100,12,9,70,77,50,72,76,-1,36,73,73,-1,.,.,-1,67,58.3,0,1217,19,29.4,15.4,6.8,3.4,0,52.5,17,20.4,69173,67574,.,46094,37.4,6,11.4,2.9,15,45.3,9.4,12.9,12.9,74.1,0,80,5.1,5.7,0,9.3,0,514529,0.97,2318892,10990,31,59.4,9.6,630840,0,2205450,2199866,10426,50.4,14.5,5.1,12,18,1109095,5256,50.4,9.4,22.3,0.3,4.9,1.3,5.3,2,4.1,0,Under 500,Rural,"$469,944 to < $525,059",Under $1.1251
CALHOUN COUNTY ISD,029901,029 CALHOUN,03,Met Standard,7,4278,1.8,62.1,29.8,0.3,5.1,0,0.8,61.2,9.8,8.5,9.7,31.1,7.5,95.5,0.5,97.1,94.3,273,212,75,75,76,76,79,67,72,71,84,58,74,.,78,69,28.9,22.8,1417,22.3,566.3,271.4,0.7,2.6,6,47.9,4.5,38.3,108875,78240,58360,46946,36.5,7.6,15.8,28.3,13.2,13,15.7,1.8,17.3,79.7,1.1,79.9,8.2,1.7,1.7,3.4,5.1,755874,1.12,40995926,9639,8.7,82,9.3,11379835,0,37933135,34753612,8172,56.4,6,5.4,13.5,18.6,19614364,4612,50.9,15.9,12.5,4.2,3.5,3.1,4.9,1.6,2,1.6,"3,000 to 4,999",Non-metropolitan Stable,"$683,703 to < $2,233,241",Under $1.1251
