DISTRICT,DZCAMPUS,DA00A001S15R,DB00A001S15R,DW00A001S15R,DH00A001S15R,DI00A001S15R,D200A001S15R,D300A001S15R,D400A001S15R,DE00A001S15R,DA00AR01S15R,DA00AM01S15R,DA00AC01S15R,DA00AS01S15R,DA00AW01S15R,DA0AT14R,DA0912DR14R,DAGC4X14R,DAGC5X13R,DA0GH14N,DA0CC14R,DA0CT14R,DA0CSA14R,DA0CAA14R,DA0GR14N,DPSTTOFC,DPSATOFC,DPSTURNR,DPSTEXPA,DPSTTOFP,DPSUTOFP,DPSSTOFP,DPSCTOFP,DPSETOFP,DPSXTOFP,DPSAMIFP,DPSAKIDR,DPSTREFP,DPSTVOFP,DPSTBIFP,DPSTCOFP,DPSTSPFP,DPSTGOFP,DPSTBLFP,DPSTWHFP,DPSTHIFP,DPSTO2FP,DPST05FP,DPSTADFP,DPSTKIDR,DPSTTOSA,DPSUTOSA,DPSSTOSA,DPSCTOSA,DPETALLC,DPETWHIP,DPETBLAP,DPETHISP,DPETINDP,DPETASIP,DPETPCIP,DPETTWOP,DPETECOP,DPETLEPP,DPETSPEP,DPETVOCP,DPETBILP,DPETGIFP,DPFVTOTK,DPFTADPR,DPFRAALLT,DPFRAALLK,DPFRASTAP,DPFRAFEDP,DPFUNAB1T,DPFUNA4T,DPFEAALLT,DPFEAOPFT,DPFEAOPFK,DPFEAINSP,DPFEAINST,DPFEAINSK,DPFPAREGP,DPFPASPEP,DPFPACOMP,DPFPABILP,DPFPAVOCP,DPFPAGIFP,DPFPAATHP,DPFPAHSAP,DPFPREKP,DPFPAOTHP,DZRVLOCP,DZEXADMP,DZEXADSP,DZEXPLAP,DZEXOTHP,DISTNAME,REGION,DZRATING,DZCNTYNM,DISTSIZE,COMMTYPE,PROPWLTH,TAXRATE
057832,1,43,44,38,40,-1,-1,56,,43,41,46,41,47,-1,93,16.4,51.7,45.5,18,-1,8.3,-1,-1,24,9.4,22.4,21.3,4.9,41.9,4.5,13.4,4.5,0,35.7,70.6,7,97.5,2.5,0,0,0,0,61.8,27.6,10.7,0,72.4,19.1,16.6,47435,43000,59333,85000,156,16,31.4,48.7,0,1.9,0.6,1.3,85.3,1.3,9,9.6,1.3,0,,,1348019,11722,80,19.9,0,4693,1330620,1311064,11401,36.4,476859,4147,46.8,14.5,37.9,0,0.1,0,0.9,0,0,0,0.1,27.2,3.9,23.4,9.1,ALPHA CHARTER SCHOOL,10,Met Alternative Standard,057 DALLAS,Under 500,Charters,Non-taxing entities,Non-taxing entities
057833,2,64,53,68,60,,83,79,,62,71,,46,39,65,95.8,,,,,,,,,,28,42.3,27,8.8,66.1,0,2.4,4.7,11.8,15,18.9,9.4,93.4,0,0,0,6.6,0,14.3,82.1,3.6,0,35.7,46.4,14.2,38745,,47000,82250,399,38.3,21.1,28.6,0,10.5,0,1.5,45.9,10.8,9,0,9.5,4.5,,,2894506,7996,94.2,4.9,0,-65719,2645693,2643353,7302,50.1,1323737,3657,65.3,15.9,17.8,0.6,0,0.4,0,0,0,0,1,23.8,4.6,17.5,4.1,EDUCATION CENTER INTERNATIONAL ACA,10,Met Standard,057 DALLAS,Under 500,Charters,Non-taxing entities,Non-taxing entities
057834,3,39,37,57,36,35,-1,-1,-1,38,31,31,55,65,,77.7,13,36,57.8,53,22.2,7.2,1289,-1,125,35,57,41.2,5.6,61.5,4.9,5.4,1.8,0,26.4,93,13.9,78.9,14.4,0,0,6.7,0,82.9,5.7,8.6,2.9,59,31.8,22.7,47287,57336,82221,147113,794,10.7,50,34.4,1.8,0.8,0.6,1.8,54.5,3.5,10.3,53.7,3.1,0,,,4848153,9045,89.1,10.9,0,0,5497765,5008286,9344,52.5,2631303,4909,7.7,6,74.7,1.7,9.9,0,0,0,0,0,0,12,12.6,18,4.8,EVOLUTION ACADEMY CHARTER SCHOOL,10,Met Alternative Standard,057 DALLAS,500 to 999,Charters,Non-taxing entities,Non-taxing entities
057835,5,62,67,83,62,,,-1,,63,65,,66,38,61,97.4,,,,,,,,,,78.1,153.6,37.2,1.8,50.9,2.6,1.3,1.3,19.5,24.4,87,10,96.2,0,0,0,3.8,0,32,12.8,47.5,7.7,87.2,11.5,19.6,44120,52000,55500,137500,1531,1,8,90.1,0,0.8,0,0.1,96.7,58.5,3.7,0,55.9,0,,,11246161,8337,85.9,12.6,0,395003,9668603,9130064,6768,54.3,4961164,3678,62.2,7.5,26.4,3.9,0,0,0,0,0,0,1.4,7.8,8.4,19,10.6,GOLDEN RULE CHARTER SCHOOL,10,Met Standard,057 DALLAS,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
057836,2,85,85,,-1,,,,,81,89,,67,72,98,97.5,,,,,,,,,,20.7,38.2,33.3,10.6,54.2,2.6,0,10.5,3.9,28.8,94.8,8.1,100,0,0,0,0,0,90.4,0,4.8,4.8,32.5,28.9,14.9,43384,34800,,81012,308,0,98.1,1.9,0,0,0,0,72.1,0,7.1,0,0,8.8,,,2774045,8920,89.1,9.2,0,197748,2785499,2717956,8739,49.2,1335951,4296,76.8,6.8,13.9,0,0,0.4,2.1,0,0,0,1.7,15.3,11.5,10.5,13.5,ST ANTHONY SCHOOL,10,Met Standard,057 DALLAS,Under 500,Charters,Non-taxing entities,Non-taxing entities
057837,2,69,63,-1,71,,100,,,68,71,83,51,83,71,97.1,,,,,,,,,,42,89.9,37.5,2.2,46.7,32.7,6.7,1.1,1.1,11.7,62.3,8.4,97.6,0,2.4,0,0,0,54.8,33.3,7.1,4.8,88.1,14.3,17.9,49786,57019,71379,150000,753,4.6,56.4,38.1,0,0,0,0.8,81.9,26.8,5.7,0,25.6,0,,,10140093,17979,42.8,10.6,0,1224414,8201794,8155778,14461,41.5,3383762,6000,84.8,6.4,7.4,1.4,0,0,0,0,0,0,46.6,22.1,8.1,12.9,15.4,KIPP DALLAS-FORT WORTH,10,Met Standard,057 DALLAS,500 to 999,Charters,Non-taxing entities,Non-taxing entities
057838,6,77,69,86,77,-1,90,92,,76,78,87,80,72,67,97,0.2,98.9,98.6,85,12.2,-2,1356,19.1,86,187.5,331.5,38.4,0.8,56.6,23,1.5,0.9,5.8,12.2,49.3,8.3,87.4,1.2,3.7,0,7.7,0,21.3,59.3,13.7,5.7,93.1,21.1,14.7,45662,57118,52035,61906,2747,2.9,13.5,81.3,0,0.9,0.1,1.3,82.9,30.5,7.4,25.9,28.4,0,,,19158301,9860,85.3,12.1,0,879811,19509441,18264626,9400,49.4,9015051,4640,75.6,9.9,10.8,1.5,1.8,0,0.4,0,0,0,2.6,10.8,7.8,16.1,15.9,UPLIFT EDUCATION - PEAK PREPARATOR,10,Met Standard,057 DALLAS,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
057839,1,65,-1,89,64,,,,,64,72,100,54,46,58,96.6,,,,,,,,,,53,122.4,34.8,4.6,43.3,7.2,8.2,1.6,24.4,15.2,56.1,8.6,69.2,0.3,17.3,0,13.2,0,7.5,64.2,22.6,5.7,67.9,13.2,19.8,51577,51401,66980,87210,1048,0.8,0.8,98.4,0,0,0.1,0,94.4,55.2,9.4,6.3,54.5,0,,,9728293,9195,88,11.4,0,1267733,7979385,7837038,7407,58.3,4571290,4321,62.5,8.9,22.3,5.1,0,0,0.5,0,0.7,0,0.6,6.3,7.4,12,16,LA ACADEMIA DE ESTRELLAS,10,Met Standard,057 DALLAS,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
057840,1,100,100,100,100,-1,86,100,-1,100,100,,,100,,97.8,0,99.4,100,169,48,-2,1612,23.9,176,-2,1,100,30,100,0,0,0,0,0,0,462.3,100,0,0,0,0,0,0,100,0,0,0,0,-2,1,,,,445,27.4,19.3,22.7,0.4,27.2,0.4,2.5,27.6,0.2,0.2,51.9,0.2,0,,,3439728,7510,99.1,0.2,0,2108214,3280035,3280035,7162,59.1,1938577,4233,82.7,0,0.2,0,13.1,0,0,4.1,0,0,0.7,8.5,12.8,2.5,17.1,RICHLAND COLLEGIATE HIGH SCHOOL,10,Met Standard,057 DALLAS,Under 500,Charters,Non-taxing entities,Non-taxing entities
057841,1,57,55,45,58,,-1,,,57,57,,50,,65,96.4,,,,,,,,,,14.9,39.8,63.6,0.3,37.4,2.3,7.5,5,35.1,12.6,82.6,9.8,73.2,0,15.9,10.9,0,0,13.4,20.1,66.5,0,100,6.7,26.3,50222,16417,67187,81600,392,22.2,7.9,69.6,0,0,0,0.3,95.9,53.3,3.1,0,49.7,0,,,1772662,8732,80.3,12.4,0,87392,2036798,2021330,9957,48.9,988314,4869,47.8,3.5,33.6,2.5,0,0,0,0,12.6,0,7.3,14.8,13.1,16.7,6.5,CITYSCAPE SCHOOLS,10,Met Standard,057 DALLAS,Under 500,Charters,Non-taxing entities,Non-taxing entities
057842,7,69,63,75,70,,67,100,,69,72,78,65,67,58,96.9,0.2,97.9,100,96,13.1,-2,1391,19.8,96,168.9,300.6,34.3,0.6,56.2,22.7,1.3,2.7,7.5,9.6,46.2,9.2,90.5,1.2,3,0,5.4,0,17.3,53.5,21.7,7.6,97,19.8,16.3,44541,56063,63165,79725,2756,0.5,6,92.4,0.1,0.5,0,0.5,90.8,53.2,5.8,22.5,51,0,,,22507052,9639,86.2,11.1,0,6986893,21015637,18828463,8064,51.9,9774137,4186,74.5,8.2,11.2,3,2.6,0,0.4,0,0,0.1,2.7,10.4,7.7,13.4,16.6,UPLIFT EDUCATION - WILLIAMS PREPAR,10,Met Standard,057 DALLAS,"1,600 to 2,999",Charters,Non-taxing entities,Non-taxing entities
057843,3,69,67,83,73,-1,78,-1,,67,71,81,62,78,55,95.8,0,91.8,100,44,4.9,-2,1280,18.3,47,73,133.2,38,1,54.8,24.9,2.3,2.8,5.7,9.5,59.5,9.3,93,1.3,0,0,5.7,0,47.2,40.8,5.5,6.5,93.1,17.5,17,44753,60785,52860,65018,1242,1.4,66.9,29.9,0.1,0.1,0,1.7,72.3,11.8,6.5,24.2,10.5,0,,,8862475,9329,85.5,8.8,0,-612050,10211795,9080840,9559,47.1,4277567,4503,81.7,7.2,7.9,1.2,1,0,1.1,0,0,0,5.7,13.2,8.9,14,16.8,UPLIFT EDUCATION - HAMPTON PREPARA,10,Met Standard,057 DALLAS,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
057844,2,81,74,79,73,,92,86,,79,86,,72,61,77,95.9,,,,,,,,,,49.1,65.1,25,3.4,75.4,12.3,7.7,3.1,0,1.5,13.8,10.6,96.4,0,0,0,3.6,0,10.2,79.1,4.1,6.6,79.6,16.3,14.1,43756,43858,59404,95750,693,31.6,21.9,5.2,0,39.2,0,2,49.8,18.9,5.8,0,18.9,1.9,,,4543676,9198,86.5,7.2,0,907553,4093132,3991797,8081,51.3,2049002,4148,74.6,12.4,11.1,1.8,0,0,0.1,0,0,0,6.3,11.7,6.3,16.5,14.2,MANARA ACADEMY,10,Met Standard,057 DALLAS,500 to 999,Charters,Non-taxing entities,Non-taxing entities
057845,1,82,64,90,72,,88,97,-1,74,87,87,69,79,86,96.7,0,,,,,,,,,26.8,46.3,47.1,0.6,57.8,19.1,6.5,4.3,0.8,11.6,15.3,8.9,89.8,0,1.3,0,8.9,0,11,78.1,6.8,4.1,100,3.7,15.4,33183,34452,46926,77500,413,51.1,9.9,30,0.2,6.1,0.2,2.4,22,2.7,5.3,5.8,2.7,0,,,3022676,7711,89.2,8.5,0,584627,2678885,2241839,5719,45,1007792,2571,74.9,10.6,4.6,0.3,1,0.1,8.7,0,0,0,2.3,19.7,5.7,19.4,10.2,UME PREPARATORY ACADEMY,10,Met Standard,057 DALLAS,Under 500,Charters,Non-taxing entities,Non-taxing entities
057846,3,62,55,73,60,-1,80,82,,59,63,81,56,48,64,96.6,,,,,,,,,,82.4,125.8,42.7,1.9,65.5,7.5,6.4,0.4,10.5,9.7,59.4,10,94.6,2.9,0,0,2.4,0,17.3,40.3,37,5.4,95.8,20,15.2,46518,61757,76633,71925,1252,13.5,22.4,59.3,0.1,2.8,0,2,71,24,5.7,13.7,22.6,0,,,8584232,8759,89.2,9.4,0,0,8801526,8747816,8926,50,4375347,4465,73.4,6.7,16.2,2.5,0,0,1.3,0,0,0,1.4,11.5,10.5,15.7,12.2,LEGACY PREPARATORY,10,Met Standard,057 DALLAS,"1,000 to 1,599",Charters,Non-taxing entities,Non-taxing entities
057847,1,74,66,82,73,-1,67,100,,63,76,67,75,53,79,97.1,,,,,,,,,,41.8,64.5,23.4,3.6,64.8,10.8,1.5,1.5,0,21.3,36.5,11.3,95.9,1.7,0,2.4,0,0,12,59.8,23.5,4.8,78.5,7.2,17.4,41375,58926,74800,79200,727,29.2,30.5,32.2,0.1,1.8,0.1,6.1,32.2,1.8,2.9,13.3,0.6,0,,,4950918,7784,83.6,12.2,0,56859,4228876,4027773,6333,51.9,2088862,3284,91.9,4.7,3.2,0,0,0,0.2,0,0,0,4.2,13,5.4,20.3,9.5,VILLAGE TECH SCHOOLS,10,Met Standard,057 DALLAS,500 to 999,Charters,Non-taxing entities,Non-taxing entities
057848,8,80,77,88,76,96,91,90,-1,74,84,86,77,70,77,96.9,2.1,,,,-1,-2,,-1,,291.9,435.9,35.9,2.2,67,10.6,3.7,2.5,7.5,8.8,46.6,10.6,77,0.1,19.4,0,3.5,0,8.4,47.5,33.3,10.8,84.7,30.2,15.9,46470,50527,73693,58840,4633,26.1,17,47.3,0.4,6.8,0.1,2.3,42.7,15.3,5.2,0,15.3,6.6,,,22526259,9014,90.9,5.5,0,-894045,22169388,21573001,8633,55,11859481,4746,82.1,4.8,9.8,1.2,0,0.4,1.7,0,0,0,3.6,7.9,7.5,17.8,11.8,INTERNATIONAL LEADERSHIP OF TEXAS,10,Met Standard,057 DALLAS,"3,000 to 4,999",Charters,Non-taxing entities,Non-taxing entities
057903,39,79,74,90,76,86,83,93,87,75,80,85,80,78,71,96,1.2,93.9,94.9,1294,28.7,60.9,1476,21,1641,1660.1,3071.7,16.5,9.8,54,12.1,2.9,1.3,6.1,23.5,35.5,8.5,64.7,3.3,11.7,1.7,9,9.5,6.9,71.9,15.2,6,37.8,25.6,15.8,53428,62465,83560,89851,26152,15.4,16.9,55.3,0.2,10.5,0.1,1.7,64.7,26.4,9.3,19.6,27.7,7.8,499690,1.324,290695613,11058,20.4,7.4,63617529,0,285338922,223846463,8515,58.6,131191621,4990,56.8,18,6.4,1.3,2.8,8.4,1.1,1.4,2.5,1.3,72.2,6.3,6.1,10.1,19,CARROLLTON-FARMERS BRANCH ISD,10,Met Standard,057 DALLAS,"25,000 to 49,999",Major Suburban,"$476,841 to < $512,265",$1.2401 to under $1.3690
057904,14,71,70,78,73,76,80,89,-1,67,71,70,73,77,69,96.4,2.1,89.3,92.4,476,16.1,71,1346,19.2,541,449.8,914.9,31.7,8.3,49.2,7.9,3.4,1.7,8.7,29.1,64.5,8.6,60.2,5.9,5.9,8,8.5,11.5,50.4,40.5,6.9,2.2,45.2,31.3,17.5,50371,60380,73968,88663,7867,6.7,66.3,22.7,0.3,1.3,0.1,2.7,68.3,6.6,8.6,24.5,6.8,2.7,321622,1.525,77484130,9873,39.4,8.7,11271242,0,105436283,63991562,8154,54.7,35012931,4461,64.7,14,6.8,1.6,5.1,0.2,3.1,1.5,1.8,1.3,52,6,6,13.7,19.6,CEDAR HILL ISD,10,Met Standard,057 DALLAS,"5,000 to 9,999",Major Suburban,"$307,766 to < $322,342",$1.3690 and over
057905,233,67,59,88,69,71,79,71,85,66,66,75,70,72,62,95.7,2.1,86.9,89.8,6419,11.3,78.4,1279,17.1,7410,10594.9,19706.6,21.2,10.5,53.8,13.7,3,0.5,9.4,19.6,71.3,8.1,73.7,3.5,3.1,4,10.5,5.3,36.1,32.6,25.7,5.6,40.5,33.3,15.1,53222,65005,79099,111304,160148,4.8,22.9,70.1,0.4,1.3,0.1,0.5,85.9,42,7.2,19.9,39.5,12.5,477438,1.282,1699923894,10659,23.2,16.9,158942100,0,1690899730,1395679138,8751,54.9,766390580,4805,55.9,14,14.4,3.3,3.1,1.1,1.4,1.7,4.5,0.7,59.9,6.8,5.8,11.1,21.5,DALLAS ISD,10,Met Standard,057 DALLAS,"50,000 and over",Major Urban,"$476,841 to < $512,265",$1.2401 to under $1.3690
057906,13,68,69,65,65,50,79,89,67,65,68,69,70,67,64,96.3,3.4,85.8,88,550,3.3,64.7,1250,17,711,603.9,1030.2,25.3,10.2,58.6,8.6,3.4,1.6,11.1,16.8,73.6,9.3,71.5,5.3,5.4,2.4,9.2,6.1,62,28,6.6,3.4,34.9,33.1,15.9,50525,56693,73111,94200,9577,3,77.6,17.5,0.2,0.3,0.1,1.4,72.1,7.4,9.6,23.9,6.9,9.9,221093,1.49,88489510,9415,53.1,9.3,8476978,0,89377815,74462255,7922,52.2,38895265,4138,64.1,14.1,7.9,0.5,3.9,1.1,2.9,1.4,3,1.2,37.6,8.3,6.2,11.5,21.8,DESOTO ISD,10,Met Standard,057 DALLAS,"5,000 to 9,999",Major Suburban,"$213,468 to < $233,451",$1.3690 and over
057907,19,70,66,82,72,77,78,87,75,68,73,67,70,71,63,95.7,2.5,84,86.2,654,8.8,53.6,1305,18.6,823,803.4,1695.7,22,9.5,47.4,8.1,3,1.4,8.2,31.9,59.3,7.6,72.1,6.1,2.8,5.2,10.1,3.8,33.6,39.8,13.3,13.3,42.8,30.4,16.1,53151,65384,79134,87287,12924,5,40.7,50.8,0.8,1.7,0.1,0.9,75.2,17,9.3,33.8,15.6,5.7,245846,1.41,132433036,10129,52.6,10.2,37971424,0,128005730,105936516,8103,54.5,57696724,4413,56.7,15.9,6.7,7.7,5.6,0,2.6,1.4,1,2.5,37.2,6.8,5.8,11.5,21.5,DUNCANVILLE ISD,10,Met Standard,057 DALLAS,"10,000 to 24,999",Major Suburban,"$233,451 to < $256,362",$1.3690 and over
057909,72,77,71,87,72,79,83,91,75,71,78,82,76,77,71,96.4,1.7,91.3,92.1,3315,26.1,54.9,1435,20.7,3957,3679.1,7418.3,15,11.5,49.6,10.4,2.4,0.8,7.4,29.4,40.8,7.7,62.6,5.5,9.1,3.1,8.8,10.8,14.6,62.9,17.4,5,29.5,30.2,15.6,53388,66981,87868,112503,57323,21.5,17.1,49,1.9,8.3,0.1,2.1,60.6,24.9,8.3,25,24.1,7.1,226993,1.253,543575065,9453,56.8,9.4,143786285,0,539863116,475554857,8270,58.5,278134096,4837,52.2,15.6,8.8,11,4.9,1.7,1.2,0.7,2.2,1.8,33.7,7.4,5.8,8.4,19.8,GARLAND ISD,10,Met Standard,057 DALLAS,"50,000 and over",Major Suburban,"$213,468 to < $233,451",$1.2401 to under $1.3690
057910,41,74,73,84,71,73,87,91,76,70,74,80,75,76,63,95.7,1.8,90.2,92,1500,15.3,52.5,1334,18.9,1742,1854.2,3531.8,19,8.7,52.5,9.6,3.8,1,7.3,25.8,51.6,8,74.3,4,4.8,0.7,11,5.2,19.4,56.4,20.4,3.8,45,21.3,15.3,53684,64036,72099,103545,28304,12,17.9,64.7,0.3,3.3,0.1,1.7,72.4,27.9,9.1,21.5,28.4,7.5,163933,1.465,290219897,10501,61.3,11.4,54102352,0,277751253,231222031,8366,58.8,135887444,4917,52.8,14,13.4,9.8,3.7,1.7,1.4,0.4,1,1.9,27.3,5.6,6.5,8.8,20.2,GRAND PRAIRIE ISD,10,Met Standard,057 DALLAS,"25,000 to 49,999",Major Suburban,"$153,471 to < $180,893",$1.3690 and over
057911,7,97,84,97,92,100,97,99,100,-1,98,99,92,96,96,97,0.1,98.2,99.2,487,80.5,99,1792,27.2,502,461.9,809.1,14.6,12.9,57.1,9.1,2.2,1.3,9.4,20.9,17.5,8.7,79,1.4,0.6,0,9.7,9.4,1.1,91.7,4,3.2,24.5,72.1,15.3,56026,67157,93092,127293,7061,87.3,0.5,4.9,0.3,5.3,0.1,1.6,0,0.7,7.4,9.6,0.6,11.5,1696918,1.127,75072598,10706,11,1.3,16315075,0,76895861,62353247,8892,60.7,37827263,5395,73.6,17.2,0,0.4,0.8,1.8,5.1,1.1,0,0,87.7,8.4,4.6,9.5,16.9,HIGHLAND PARK ISD,10,Met Standard,057 DALLAS,"5,000 to 9,999",Major Suburban,"$1,678,318 and over",Under $1.1398
057912,37,71,69,78,69,69,77,88,87,69,71,78,73,72,61,95.8,1.1,88.2,91.1,1518,8.4,87.7,1238,18.7,1998,2351.7,4182.2,20.5,8.6,56.2,11.8,2.7,1.4,10.4,17.5,49.1,8.4,67.8,4.9,12.5,0.5,3.8,10.5,13.5,54.8,26.8,4.9,43.4,26.4,14.9,54935,63948,85187,95715,35085,9.2,13,71.9,1.3,3.3,0.2,1.1,79.6,39.4,7.3,25.8,41.5,12.6,244558,1.465,374000295,10607,51,11.3,91248384,0,383261793,313779695,8899,61.1,191630535,5435,51.8,13.4,9.7,5.9,4.9,5.4,1.6,1.5,3.7,2.2,37.7,5.4,6.1,7.8,19.6,IRVING ISD,10,Met Standard,057 DALLAS,"25,000 to 49,999",Major Suburban,"$233,451 to < $256,362",$1.3690 and over
057913,11,71,69,74,75,65,78,82,-1,70,68,64,78,80,68,96.1,0,92.4,95.3,328,3.5,71.2,1198,16.4,365,421.4,808.4,23.1,9,52.1,7.8,3.8,2,9.9,24.3,80.3,8.7,71.6,6.3,3.2,5.7,9.3,4,75.4,17.9,4.7,1.9,39.4,31.4,16.7,53647,69655,80061,113270,7051,2.1,77.3,19,0.8,0.1,0,0.7,86,7,8.1,22.7,6.8,9,213467,1.418,68470481,10040,53.8,12.7,11556796,0,69784134,61238948,8979,51.9,31785001,4661,59.5,13.6,14.5,2.1,3,0.1,2.7,0.6,3.1,0.9,33.5,10.7,6.2,12.3,18.9,LANCASTER ISD,10,Met Standard,057 DALLAS,"5,000 to 9,999",Major Suburban,"$180,893 to < $213,468",$1.3690 and over
057914,47,77,71,84,77,87,78,93,71,74,77,83,80,75,70,97,1.9,90.9,93.1,2037,14.6,56.5,1337,18.9,2543,2586.8,5108,13.7,9.7,50.6,8.8,2.6,0.8,9.6,27.6,35.3,7.9,63.9,4.4,12.6,6.2,9.1,3.8,11.4,71.6,14.6,2.4,37.6,49.5,15.5,53953,61054,77784,103139,40170,16.6,24.7,54.4,0.5,1.7,0.1,2,73.5,22.4,9.6,25.8,21.9,5,145593,1.41,396432784,9959,66.8,9,89529405,0,401848706,320135545,8042,61.1,195662766,4915,60.8,16.8,8.8,2,4.4,1,2.3,1.5,0.9,1.6,24.2,6,5.1,9.8,18,MESQUITE ISD,10,Met Standard,057 DALLAS,"25,000 to 49,999",Major Suburban,"$103,884 to < $153,471",$1.3690 and over
057916,56,79,71,94,72,84,85,88,69,70,79,83,82,82,72,96.5,1.9,91.2,93.7,1606,32.8,96.2,1542,20.2,2082,2516.1,4867.5,19.1,6.8,51.7,14.8,2.7,1.2,6,23.6,35.2,7.9,71.7,3.8,9.5,2.7,11.5,0.8,10.8,73.2,11.7,4.3,57.5,25.4,15.3,51959,59528,81297,101286,38496,28.3,21.6,40,0.4,7,0.1,2.7,57.4,25.5,10.3,24.2,25.4,8.7,426007,1.34,376178956,9856,29.1,9.5,79738094,0,416046381,311790628,8169,63.4,197519890,5175,60.7,14,12.8,3.9,2.8,1.3,1.5,1.8,0.6,0.6,61.4,5.4,6.3,8,17,RICHARDSON ISD,10,Met Standard,057 DALLAS,"25,000 to 49,999",Major Suburban,"$393,190 to < $426,008",$1.2401 to under $1.3690
057919,3,92,80,93,88,,93,96,-1,79,93,99,92,92,87,98.1,0,100,98.8,85,37.7,89.5,1540,22.8,86,97.6,196.3,9.2,13.1,49.7,11,3.1,3.1,9.2,24,14.1,7.7,68.5,5.5,0.2,3.9,9.9,12,0.8,92.6,1.5,5.2,23.9,40.2,15.5,55073,55829,76077,75087,1511,55.2,8.1,10.1,0.2,22.7,0.1,3.6,13.3,2.4,9,26.9,2.4,9.8,587556,1.41,16072497,11766,17.2,2.6,2113045,0,16462365,12792966,9365,61,7800301,5710,70,9.7,2.3,0.5,7.5,0.8,7.1,1.4,0.7,0,80.2,4.4,4.4,9.6,20.6,SUNNYVALE ISD,10,Met Standard,057 DALLAS,"1,000 to 1,599",Non-metropolitan Fast Growing,"$533,171 to < $666,628",$1.3690 and over
057922,16,92,81,92,84,95,92,97,100,76,93,95,90,93,88,97.1,0.3,98.8,99.2,810,62.6,94.7,1704,25.2,827,752.4,1186.1,15.7,10.5,63.4,10.4,3.6,1.8,5.7,15.1,12.2,9.7,62.7,3.3,4.2,0.5,7.3,22,2.2,88.8,6,3.1,32.7,26.2,15.3,54789,63536,78901,107219,11539,40.6,4.4,13.2,0.5,38.1,0.1,3,10,9.6,4.8,17.8,11.6,21.6,653271,1.432,112974372,9972,7.6,2.9,45403983,0,146184597,90609471,7998,63.2,57253343,5054,75.3,13.3,0.7,0.8,2.7,1.6,2.1,1.7,0.9,1,89.5,7.4,5.4,8,16,COPPELL ISD,10,Met Standard,057 DALLAS,"10,000 to 24,999",Major Suburban,"$533,171 to < $666,628",$1.3690 and over
058902,1,73,,78,68,-1,,,,66,79,75,57,69,70,95.4,2.1,100,100,18,0,72.2,,17.5,18,18.7,35.1,17.7,13.9,53.4,3.3,3.2,2.8,14.8,22.6,28.3,4.9,75.5,12.5,0,5.3,5.3,1.4,0,89.3,10.7,0,31.2,0,9.2,46896,44804,67222,80000,173,41.6,0,56.6,1.2,0.6,0,0,50.3,6.9,8.7,34.1,6.9,5.8,1626275,1.04,2283390,13432,27.8,5.1,175240,0,2645157,2590621,15239,53,1373008,8077,65.9,6.9,10.2,0.2,9,0.4,5.3,0.8,1.3,0.1,67.1,11.9,5.2,14.7,15.2,DAWSON ISD,17,Met Standard,058 DAWSON,Under 500,Rural,"$666,628 to < $1,678,318",Under $1.1398
058905,1,95,-1,96,93,-1,-1,-1,,90,96,100,94,91,94,97.4,0,100,100,12,44.4,64.3,-1,22.3,14,23.1,47,14.1,12.8,49.2,1.9,2.1,2.1,8.5,36.2,24.2,5.5,78.6,10.1,2.2,4.3,2.6,2.2,0,95.7,4.3,0,26,30.8,11.2,46890,51582,75048,97362,258,62,0.4,35.3,0.4,0.8,0,1.2,34.9,7.4,3.5,31.4,7.4,12,4506655,1.122,5163865,20171,12.6,3.6,4366177,0,6546074,3330253,13009,48.5,1615539,6311,62.5,5.3,11.4,1.5,6.6,0.5,6,2.3,4,0,83.8,14.3,5,13,19.2,KLONDIKE ISD,17,Met Standard,058 DAWSON,Under 500,Rural,"$1,678,318 and over",Under $1.1398
058906,5,61,62,80,58,67,63,85,,58,63,61,65,56,57,95.1,0.2,94.7,96.6,94,10.6,43.1,1334,18.6,109,146.8,348.9,36.7,11.4,42.1,6.6,3.1,1.1,15.9,31.2,55.1,5.8,82.7,4.5,0,6.4,3.7,2.7,4.8,62.6,29.9,2.7,44.5,6.8,13.9,44058,53591,59068,88759,2034,14.1,3.7,80.3,0.5,0.4,0,0.9,76.7,5.7,8.2,26.1,4.6,6.4,259785,1.17,34374450,16801,32.1,13,10405439,0,27776819,21660562,10587,52,11253440,5500,42.2,15.3,23.8,1.4,5.5,0.4,4.9,1.1,3.9,1.5,54.9,10.7,5.4,10.4,21.5,LAMESA ISD,17,Met Standard,058 DAWSON,"1,600 to 2,999",Non-metropolitan Stable,"$256,362 to < $267,621",$1.1398 to under $1.2401
